"","Datum","Klant","Technische.tekening","Aantal","Materiaal","Levertermijn","Productiedatum","Complexiteit","Snijlijn","Kosten"
"1447",2016-07-14,"Metaalbouw Veluwe",TRUE,57,"Staal 7mm",10,2016-07-21,10,8,1026
"1448",2016-07-19,"Rico Metaal",TRUE,112,"RVS 7mm",5,2016-07-21,10,3,1456
"1449",2016-07-19,"Proto Steel",TRUE,162,"Staal 7mm",5,2016-07-21,5,3,1296
"1450",2016-07-19,"Pyro Mechanics",TRUE,113,"RVS 10mm",5,2016-07-21,2,1,339
"1451",2016-07-19,"DTMetal",TRUE,59,"RVS 7mm",5,2016-07-21,10,4,826
"1452",2016-07-19,"Office Builders",TRUE,80,"Staal 7mm",5,2016-07-21,7,3,800
"1453",2016-07-19,"Borderwijk Industrial Processing",TRUE,23,"RVS 10mm",5,2016-07-21,6,9,345
"1454",2016-07-19,"Laardam Kasbouw",TRUE,120,"RVS 10mm",5,2016-07-21,1,1,240
"1455",2016-07-19,"Aga Scheepsbouw",TRUE,66,"RVS 10mm",5,2016-07-21,2,10,792
"1456",2016-07-19,"Largo Steel Constructions",TRUE,91,"RVS 10mm",5,2016-07-21,2,2,364
"1457",2016-07-20,"CamCad",TRUE,160,"RVS 7mm",5,2016-07-22,9,3,1920
"1458",2016-07-20,"Sion Engineering",TRUE,96,"Staal 7mm",5,2016-07-22,7,5,1152
"1459",2016-07-20,"BASKO",TRUE,94,"RVS 7mm",5,2016-07-22,5,10,1410
"1460",2016-07-20,"Kimble Building Site Logistics",TRUE,33,"RVS 7mm",5,2016-07-22,6,3,297
"1461",2016-07-16,"Borderwijk Industrial Processing",TRUE,71,"Staal 7mm",10,2016-07-23,6,6,852
"1462",2016-07-21,"Krom BV",TRUE,77,"RVS 10mm",5,2016-07-23,1,3,308
"1463",2016-07-21,"SODIA",TRUE,111,"RVS 10mm",5,2016-07-23,7,5,1332
"1464",2016-07-21,"Rico Metaal",TRUE,64,"RVS 10mm",5,2016-07-23,6,1,448
"1465",2016-07-21,"Larson Automotive Engineering",TRUE,90,"Staal 7mm",5,2016-07-23,8,4,1080
"1466",2016-07-21,"DTMetal",TRUE,51,"Staal 7mm",5,2016-07-23,8,10,918
"1467",2016-07-21,"Pol Opleggers",TRUE,26,"RVS 7mm",5,2016-07-23,10,6,416
"1468",2016-07-21,"Scientific Machinery",TRUE,150,"RVS 10mm",5,2016-07-23,4,2,900
"1469",2016-07-21,"Laardam Kasbouw",TRUE,203,"Staal 7mm",5,2016-07-23,1,8,1827
"1470",2016-07-21,"Breda Containerbouw",TRUE,173,"RVS 10mm",5,2016-07-23,6,2,1384
"1471",2016-07-21,"Aga Scheepsbouw",TRUE,22,"Staal 7mm",5,2016-07-23,6,3,198
"1472",2016-07-21,"Sandon Foodprocessing",TRUE,73,"RVS 10mm",5,2016-07-23,2,7,657
"1473",2016-07-21,"Borculo Maritieme Techniek",TRUE,43,"RVS 7mm",5,2016-07-23,5,1,258
"1474",2016-07-21,"Kimble Building Site Logistics",TRUE,76,"RVS 7mm",5,2016-07-23,9,1,760
"1475",2016-07-21,"DTMetal",TRUE,187,"Staal 7mm",5,2016-07-23,4,3,1309
"1476",2016-07-17,"Borderwijk Industrial Processing",TRUE,62,"Staal 7mm",10,2016-07-24,9,8,1054
"1477",2016-07-17,"KSW",TRUE,71,"RVS 10mm",10,2016-07-24,6,5,781
"1478",2016-07-22,"Rico Metaal",TRUE,139,"RVS 7mm",5,2016-07-24,3,4,973
"1479",2016-07-22,"Borderwijk Robotics",TRUE,151,"RVS 10mm",5,2016-07-24,5,3,1208
"1480",2016-07-22,"Wimmers Bouwketen",TRUE,120,"Staal 7mm",5,2016-07-24,9,5,1680
"1481",2016-07-22,"Kimble Building Site Logistics",TRUE,81,"RVS 7mm",5,2016-07-24,5,5,810
"1482",2016-07-22,"FTME",TRUE,138,"RVS 7mm",5,2016-07-24,1,7,1104
"1483",2016-07-23,"Rico Metaal",TRUE,125,"RVS 10mm",5,2016-07-25,6,2,1000
"1484",2016-07-23,"Kulong Machinery",TRUE,103,"RVS 10mm",5,2016-07-25,10,5,1545
"1485",2016-07-23,"Aga Scheepsbouw",TRUE,139,"RVS 10mm",5,2016-07-25,8,10,2502
"1486",2016-07-19,"Karel Nieuwdam",TRUE,133,"RVS 10mm",10,2016-07-26,4,3,931
"1487",2016-07-24,"Kulong Machinery",TRUE,109,"Staal 7mm",5,2016-07-26,10,1,1199
"1488",2016-07-24,"DTMetal",TRUE,94,"RVS 10mm",5,2016-07-26,10,3,1222
"1489",2016-07-24,"BASKO",TRUE,64,"RVS 7mm",5,2016-07-26,4,3,448
"1490",2016-07-24,"Mink Industrial Metal Ware",TRUE,164,"RVS 10mm",5,2016-07-26,7,4,1804
"1491",2016-07-24,"Larson Automotive Engineering",TRUE,121,"RVS 7mm",5,2016-07-26,6,3,1089
"1492",2016-07-20,"Karel Nieuwdam",TRUE,181,"Staal 7mm",10,2016-07-27,6,6,2172
"1493",2016-07-20,"Janssen Fencing",TRUE,122,"RVS 7mm",10,2016-07-27,10,5,1830
"1494",2016-07-25,"KSW",TRUE,123,"RVS 7mm",5,2016-07-27,2,3,615
"1495",2016-07-25,"Pyro Mechanics",TRUE,116,"RVS 10mm",5,2016-07-27,8,3,1276
"1496",2016-07-25,"Kulong Machinery",TRUE,54,"RVS 10mm",5,2016-07-27,5,5,540
"1497",2016-07-25,"Kopa Products",TRUE,111,"RVS 10mm",5,2016-07-27,1,7,888
"1498",2016-07-25,"Borderwijk Industrial Processing",TRUE,58,"Staal 7mm",5,2016-07-27,3,3,348
"1499",2016-07-25,"Largo Steel Constructions",TRUE,69,"RVS 10mm",5,2016-07-27,10,2,828
"1500",2016-07-25,"FTME",TRUE,94,"RVS 10mm",5,2016-07-27,1,2,282
"1501",2016-07-21,"KSW",TRUE,147,"RVS 10mm",10,2016-07-28,10,2,1764
"1502",2016-07-26,"CamCad",TRUE,148,"Staal 7mm",5,2016-07-28,9,1,1480
"1503",2016-07-26,"Karel Nieuwdam",TRUE,108,"RVS 10mm",5,2016-07-28,2,2,432
"1504",2016-07-26,"Rico Metaal",TRUE,89,"RVS 10mm",5,2016-07-28,8,10,1602
"1505",2016-07-26,"Metaal Combinatie Kanfort",TRUE,46,"Staal 7mm",5,2016-07-28,6,2,368
"1506",2016-07-26,"Breda Containerbouw",TRUE,57,"RVS 10mm",5,2016-07-28,9,4,741
"1507",2016-07-26,"Mink Industrial Metal Ware",TRUE,37,"RVS 10mm",5,2016-07-28,8,10,666
"1508",2016-07-26,"Largo Steel Constructions",TRUE,14,"Staal 7mm",5,2016-07-28,7,8,210
"1509",2016-07-22,"Kuster Roasting Machines",TRUE,74,"RVS 10mm",10,2016-07-29,2,2,296
"1510",2016-07-27,"Staalwerk Leuth",TRUE,227,"RVS 7mm",5,2016-07-29,7,9,3632
"1511",2016-07-27,"SODIA",TRUE,95,"RVS 10mm",5,2016-07-29,5,1,570
"1512",2016-07-27,"Kopa Products",TRUE,28,"RVS 10mm",5,2016-07-29,8,2,280
"1513",2016-07-27,"Larson Automotive Engineering",TRUE,103,"Staal 7mm",5,2016-07-29,4,4,824
"1514",2016-07-27,"Waalwijk Machinebouw",TRUE,102,"RVS 10mm",5,2016-07-29,9,3,1224
"1515",2016-07-27,"Dutch Robot Builders",TRUE,131,"RVS 10mm",5,2016-07-29,3,8,1441
"1516",2016-07-27,"Mink Industrial Metal Ware",TRUE,143,"RVS 10mm",5,2016-07-29,3,1,572
"1517",2016-07-03,"Kulong Machinery",TRUE,156,"RVS 10mm",30,2016-07-30,3,6,1404
"1518",2016-07-28,"KSW",TRUE,12,"RVS 10mm",5,2016-07-30,3,4,84
"1519",2016-07-28,"Karel Nieuwdam",TRUE,70,"Staal 7mm",5,2016-07-30,5,5,700
"1520",2016-07-28,"Kopa Products",TRUE,57,"RVS 10mm",5,2016-07-30,5,8,741
"1521",2016-07-28,"DTMetal",TRUE,206,"RVS 10mm",5,2016-07-30,9,4,2678
"1522",2016-07-28,"Kuster Roasting Machines",TRUE,98,"RVS 10mm",5,2016-07-30,6,2,784
"1523",2016-07-28,"Kimble Building Site Logistics",TRUE,101,"Staal 7mm",5,2016-07-30,1,9,1010
"1524",2016-07-28,"Mink Industrial Metal Ware",TRUE,130,"RVS 10mm",5,2016-07-30,1,9,1300
"1525",2016-07-04,"DTMetal",TRUE,149,"Staal 7mm",30,2016-07-31,3,10,1937
"1526",2016-07-24,"Pyro Mechanics",TRUE,202,"RVS 7mm",10,2016-07-31,2,5,1414
"1527",2016-07-29,"Kulong Machinery",TRUE,136,"RVS 10mm",5,2016-07-31,1,7,1088
"1528",2016-07-29,"Kopa Products",TRUE,148,"RVS 10mm",5,2016-07-31,5,3,1184
"1529",2016-07-29,"Waalwijk Machinebouw",TRUE,106,"Staal 7mm",5,2016-07-31,2,6,848
"1530",2016-07-29,"Borderwijk Industrial Processing",TRUE,89,"RVS 7mm",5,2016-07-31,5,8,1157
"1531",2016-07-29,"Laardam Kasbouw",TRUE,88,"RVS 10mm",5,2016-07-31,4,3,616
"1532",2016-07-29,"Aga Scheepsbouw",TRUE,82,"Staal 7mm",5,2016-07-31,7,5,984
"1533",2016-07-29,"BASKO",TRUE,139,"RVS 7mm",5,2016-07-31,1,2,417
"1534",2016-07-29,"Secure Fencing",TRUE,167,"RVS 10mm",5,2016-07-31,7,5,2004
"1535",2016-07-29,"Complete Technologies",TRUE,226,"Staal 7mm",5,2016-07-31,5,1,1356
"1536",2016-07-05,"Dai Compressors",TRUE,124,"Staal 7mm",30,2016-08-01,3,3,744
"1537",2016-07-05,"Waalwijk Machinebouw",TRUE,40,"RVS 10mm",30,2016-08-01,8,1,360
"1538",2016-07-25,"Aga Scheepsbouw",TRUE,8,"RVS 10mm",10,2016-08-01,3,1,32
"1539",2016-07-30,"Wimmers Bouwketen",TRUE,118,"RVS 10mm",5,2016-08-01,4,9,1534
"1540",2016-07-30,"BASKO",TRUE,88,"RVS 10mm",5,2016-08-01,4,1,440
"1541",2016-07-30,"Secure Fencing",TRUE,28,"RVS 10mm",5,2016-08-01,7,5,336
"1542",2016-07-26,"Secure Fencing",TRUE,128,"RVS 7mm",10,2016-08-02,5,10,1920
"1543",2016-07-31,"SODIA",TRUE,207,"RVS 10mm",5,2016-08-02,1,6,1449
"1544",2016-07-31,"Rico Metaal",TRUE,157,"RVS 10mm",5,2016-08-02,1,4,785
"1545",2016-07-31,"Kulong Machinery",TRUE,82,"RVS 10mm",5,2016-08-02,5,10,1230
"1546",2016-07-31,"DTMetal",TRUE,157,"RVS 10mm",5,2016-08-02,2,1,471
"1547",2016-07-31,"Waalwijk Machinebouw",TRUE,112,"RVS 7mm",5,2016-08-02,5,6,1232
"1548",2016-07-31,"Borculo Maritieme Techniek",TRUE,112,"RVS 10mm",5,2016-08-02,6,8,1568
"1549",2016-07-31,"Kuster Roasting Machines",TRUE,80,"RVS 7mm",5,2016-08-02,2,6,640
"1550",2016-07-31,"Kimble Building Site Logistics",TRUE,27,"RVS 7mm",5,2016-08-02,2,6,216
"1551",2016-07-31,"Largo Steel Constructions",TRUE,171,"Staal 7mm",5,2016-08-02,8,1,1539
"1552",2016-07-31,"Mink Industrial Metal Ware",TRUE,136,"RVS 10mm",5,2016-08-02,8,4,1632
"1553",2016-07-31,"Pol Opleggers",TRUE,138,"RVS 7mm",5,2016-08-02,1,1,276
"1554",2016-07-07,"Larson Automotive Engineering",TRUE,16,"RVS 10mm",30,2016-08-03,4,8,192
"1555",2016-07-27,"Karel Nieuwdam",TRUE,186,"Staal 7mm",10,2016-08-03,1,1,372
"1556",2016-07-27,"Metaal Combinatie Kanfort",TRUE,166,"RVS 10mm",10,2016-08-03,8,3,1826
"1557",2016-08-01,"Dai Compressors",TRUE,57,"RVS 7mm",5,2016-08-03,2,10,684
"1558",2016-08-01,"Larson Automotive Engineering",TRUE,122,"RVS 10mm",5,2016-08-03,4,7,1342
"1559",2016-08-01,"Maja Metal Art",TRUE,16,"RVS 10mm",5,2016-08-03,8,5,208
"1560",2016-08-01,"Dutch Robot Builders",TRUE,184,"RVS 10mm",5,2016-08-03,2,7,1656
"1561",2016-08-01,"BASKO",TRUE,96,"Staal 7mm",5,2016-08-03,3,7,960
"1562",2016-08-01,"FTME",TRUE,91,"RVS 7mm",5,2016-08-03,1,7,728
"1563",2016-07-28,"Waalwijk Machinebouw",TRUE,198,"RVS 7mm",10,2016-08-04,7,4,2178
"1564",2016-08-02,"KSW",TRUE,94,"RVS 7mm",5,2016-08-04,5,8,1222
"1565",2016-08-02,"Kulong Machinery",TRUE,31,"Staal 7mm",5,2016-08-04,8,2,310
"1566",2016-08-02,"Dai Compressors",TRUE,137,"RVS 10mm",5,2016-08-04,4,7,1507
"1567",2016-08-02,"Larson Automotive Engineering",TRUE,66,"RVS 10mm",5,2016-08-04,5,9,924
"1568",2016-08-02,"Maja Metal Art",TRUE,139,"Staal 7mm",5,2016-08-04,4,3,973
"1569",2016-08-02,"Waalwijk Machinebouw",TRUE,141,"RVS 10mm",5,2016-08-04,5,9,1974
"1570",2016-08-02,"Borderwijk Industrial Processing",TRUE,156,"RVS 10mm",5,2016-08-04,2,6,1248
"1571",2016-08-02,"BASKO",TRUE,214,"Staal 7mm",5,2016-08-04,1,9,2140
"1572",2016-08-02,"Kuster Roasting Machines",TRUE,156,"RVS 10mm",5,2016-08-04,6,5,1716
"1573",2016-08-02,"Kimble Building Site Logistics",TRUE,108,"Staal 7mm",5,2016-08-04,8,7,1620
"1574",2016-08-02,"DTMetal",TRUE,56,"Staal 7mm",5,2016-08-04,7,8,840
"1575",2016-07-29,"Janssen Fencing",TRUE,112,"RVS 10mm",10,2016-08-05,2,7,1008
"1576",2016-07-29,"Dutch Robot Builders",TRUE,89,"Staal 7mm",10,2016-08-05,7,10,1513
"1577",2016-08-03,"Aga Scheepsbouw",TRUE,10,"RVS 10mm",5,2016-08-05,6,4,100
"1578",2016-08-03,"Kuster Roasting Machines",TRUE,172,"Staal 7mm",5,2016-08-05,9,4,2236
"1579",2016-08-03,"SODIA",TRUE,56,"Staal 7mm",5,2016-08-05,2,2,224
"1580",2016-08-03,"Sandon Foodprocessing",TRUE,11,"RVS 10mm",5,2016-08-05,6,9,165
"1581",2016-07-30,"Special Scaffoldings",TRUE,156,"Staal 7mm",10,2016-08-06,1,3,624
"1582",2016-08-04,"Krom BV",TRUE,87,"RVS 10mm",5,2016-08-06,3,2,435
"1583",2016-08-04,"Janssen Fencing",TRUE,70,"RVS 10mm",5,2016-08-06,5,7,840
"1584",2016-08-04,"Uniebouw Isolatietechnologie",TRUE,75,"RVS 7mm",5,2016-08-06,9,8,1275
"1585",2016-08-04,"Breda Containerbouw",TRUE,124,"RVS 10mm",5,2016-08-06,5,2,868
"1586",2016-08-04,"Sandon Foodprocessing",TRUE,115,"RVS 10mm",5,2016-08-06,8,7,1725
"1587",2016-08-04,"Kimble Building Site Logistics",TRUE,100,"Staal 7mm",5,2016-08-06,10,4,1400
"1588",2016-08-04,"Largo Steel Constructions",TRUE,54,"RVS 10mm",5,2016-08-06,5,8,702
"1589",2016-08-04,"Secure Fencing",TRUE,233,"Staal 7mm",5,2016-08-06,8,5,3029
"1590",2016-08-05,"Pol Opleggers",TRUE,119,"Staal 7mm",5,2016-08-07,1,3,476
"1591",2016-08-05,"Uniebouw Isolatietechnologie",TRUE,178,"Staal 7mm",5,2016-08-07,10,7,3026
"1592",2016-08-05,"Sandon Foodprocessing",TRUE,37,"RVS 10mm",5,2016-08-07,5,3,296
"1593",2016-08-05,"Kimble Building Site Logistics",TRUE,55,"RVS 10mm",5,2016-08-07,8,2,550
"1594",2016-08-01,"Kopa Products",TRUE,204,"RVS 10mm",10,2016-08-08,2,1,612
"1595",2016-08-01,"Mink Industrial Metal Ware",TRUE,153,"RVS 7mm",10,2016-08-08,7,1,1224
"1596",2016-08-06,"Karel Nieuwdam",TRUE,67,"RVS 7mm",5,2016-08-08,9,7,1072
"1597",2016-08-06,"Kulong Machinery",TRUE,95,"RVS 10mm",5,2016-08-08,8,10,1710
"1598",2016-08-06,"Dai Compressors",TRUE,113,"RVS 7mm",5,2016-08-08,4,9,1469
"1599",2016-08-06,"DTMetal",TRUE,91,"RVS 10mm",5,2016-08-08,9,4,1183
"1600",2016-08-02,"Pol Opleggers",TRUE,19,"Staal 7mm",10,2016-08-09,5,7,228
"1601",2016-08-07,"Krom BV",TRUE,184,"RVS 10mm",5,2016-08-09,1,5,1104
"1602",2016-08-07,"Dai Compressors",TRUE,181,"RVS 10mm",5,2016-08-09,8,5,2353
"1603",2016-08-07,"Kopa Products",TRUE,73,"Staal 7mm",5,2016-08-09,10,8,1314
"1604",2016-08-07,"Maja Metal Art",TRUE,144,"RVS 10mm",5,2016-08-09,9,1,1440
"1605",2016-08-07,"Office Builders",TRUE,119,"RVS 7mm",5,2016-08-09,8,10,2142
"1606",2016-08-07,"Complete Technologies",TRUE,120,"RVS 10mm",5,2016-08-09,4,2,720
"1607",2016-08-07,"Kulong Machinery",TRUE,49,"RVS 10mm",5,2016-08-09,3,4,343
"1608",2016-07-14,"Kopa Products",TRUE,73,"RVS 10mm",30,2016-08-10,5,1,438
"1609",2016-08-03,"Kimble Building Site Logistics",TRUE,104,"RVS 10mm",10,2016-08-10,7,5,1248
"1610",2016-08-08,"Krom BV",TRUE,93,"RVS 10mm",5,2016-08-10,10,1,1023
"1611",2016-08-08,"Pol Opleggers",TRUE,123,"RVS 10mm",5,2016-08-10,3,5,984
"1612",2016-08-08,"Waalwijk Machinebouw",TRUE,107,"RVS 7mm",5,2016-08-10,8,9,1819
"1613",2016-08-08,"Andersen Koeltechnologie",TRUE,142,"RVS 10mm",5,2016-08-10,3,1,568
"1614",2016-08-08,"FTME",TRUE,121,"RVS 10mm",5,2016-08-10,5,2,847
"1615",2016-07-15,"CamCad",TRUE,75,"Staal 7mm",30,2016-08-11,1,5,450
"1616",2016-08-09,"Pyro Mechanics",TRUE,98,"Staal 7mm",5,2016-08-11,4,6,980
"1617",2016-08-09,"Dai Compressors",TRUE,95,"RVS 7mm",5,2016-08-11,3,4,665
"1618",2016-08-09,"Maja Metal Art",TRUE,13,"RVS 7mm",5,2016-08-11,9,6,195
"1619",2016-08-09,"Borderwijk Industrial Processing",TRUE,100,"Staal 7mm",5,2016-08-11,10,8,1800
"1620",2016-08-09,"Borculo Maritieme Techniek",TRUE,148,"Staal 7mm",5,2016-08-11,9,9,2664
"1621",2016-08-09,"Dutch Robot Builders",TRUE,54,"Staal 7mm",5,2016-08-11,6,3,486
"1622",2016-08-09,"Kuster Roasting Machines",TRUE,129,"RVS 7mm",5,2016-08-11,2,2,516
"1623",2016-08-05,"Dai Compressors",TRUE,59,"Staal 7mm",10,2016-08-12,2,2,236
"1624",2016-08-05,"Bart Speed and Safety",TRUE,82,"RVS 10mm",10,2016-08-12,4,10,1148
"1625",2016-08-05,"Mink Industrial Metal Ware",TRUE,90,"RVS 10mm",10,2016-08-12,9,2,990
"1626",2016-08-10,"KSW",TRUE,61,"RVS 10mm",5,2016-08-12,5,10,915
"1627",2016-08-10,"DTMetal",TRUE,154,"RVS 10mm",5,2016-08-12,4,3,1078
"1628",2016-08-10,"Waalwijk Machinebouw",TRUE,22,"Staal 7mm",5,2016-08-12,3,2,110
"1629",2016-08-10,"Borderwijk Industrial Processing",TRUE,111,"RVS 10mm",5,2016-08-12,3,1,444
"1630",2016-08-10,"Laardam Kasbouw",TRUE,51,"RVS 7mm",5,2016-08-12,4,4,408
"1631",2016-08-10,"Borculo Maritieme Techniek",TRUE,81,"Staal 7mm",5,2016-08-12,1,5,486
"1632",2016-07-17,"Hattink Spare Parts",TRUE,128,"Staal 7mm",30,2016-08-13,3,9,1536
"1633",2016-08-06,"KSW",TRUE,128,"Staal 7mm",10,2016-08-13,7,3,1280
"1634",2016-08-06,"Mink Industrial Metal Ware",TRUE,120,"RVS 10mm",10,2016-08-13,1,6,840
"1635",2016-08-11,"CamCad",TRUE,68,"RVS 10mm",5,2016-08-13,2,4,408
"1636",2016-08-11,"Kulong Machinery",TRUE,132,"RVS 10mm",5,2016-08-13,1,2,396
"1637",2016-08-11,"Office Builders",TRUE,127,"Staal 7mm",5,2016-08-13,5,2,889
"1638",2016-08-11,"Waalwijk Machinebouw",TRUE,76,"RVS 10mm",5,2016-08-13,5,1,456
"1639",2016-08-11,"Borculo Maritieme Techniek",TRUE,170,"RVS 10mm",5,2016-08-13,1,4,850
"1640",2016-08-11,"Karel Nieuwdam",TRUE,51,"RVS 10mm",5,2016-08-13,6,8,714
"1641",2016-08-07,"Proto Steel",TRUE,13,"Staal 7mm",10,2016-08-14,6,9,195
"1642",2016-08-07,"Waalwijk Machinebouw",TRUE,59,"RVS 10mm",10,2016-08-14,8,3,649
"1643",2016-08-12,"SODIA",TRUE,78,"RVS 10mm",5,2016-08-14,8,9,1326
"1644",2016-08-12,"Rico Metaal",TRUE,144,"RVS 7mm",5,2016-08-14,5,9,2016
"1645",2016-08-12,"BASKO",TRUE,109,"RVS 10mm",5,2016-08-14,7,6,1417
"1646",2016-07-19,"Rico Metaal",TRUE,97,"RVS 10mm",30,2016-08-15,6,9,1455
"1647",2016-08-08,"Scientific Machinery",TRUE,81,"RVS 10mm",10,2016-08-15,4,10,1134
"1648",2016-08-13,"Staalwerk Leuth",TRUE,45,"RVS 10mm",5,2016-08-15,4,9,585
"1649",2016-08-13,"Borderwijk Industrial Processing",TRUE,132,"RVS 10mm",5,2016-08-15,6,1,924
"1650",2016-08-13,"Laardam Kasbouw",TRUE,169,"Staal 7mm",5,2016-08-15,10,9,3211
"1651",2016-08-13,"Kulong Machinery",TRUE,156,"RVS 7mm",5,2016-08-15,4,3,1092
"1652",2016-07-20,"Staalwerk Leuth",TRUE,37,"RVS 10mm",30,2016-08-16,1,9,370
"1653",2016-08-09,"Metaal Combinatie Kanfort",TRUE,56,"RVS 10mm",10,2016-08-16,2,5,392
"1654",2016-08-09,"Proto Steel",TRUE,139,"RVS 10mm",10,2016-08-16,6,9,2085
"1655",2016-08-09,"Office Builders",TRUE,32,"RVS 10mm",10,2016-08-16,6,10,512
"1656",2016-08-14,"Special Scaffoldings",TRUE,106,"Staal 7mm",5,2016-08-16,8,4,1272
"1657",2016-08-14,"Railtron",TRUE,154,"RVS 7mm",5,2016-08-16,7,9,2464
"1658",2016-08-14,"Uniebouw Isolatietechnologie",TRUE,136,"RVS 10mm",5,2016-08-16,2,3,680
"1659",2016-08-14,"Wimmers Bouwketen",TRUE,220,"Staal 7mm",5,2016-08-16,2,3,1100
"1660",2016-08-10,"Hattink Spare Parts",TRUE,94,"RVS 10mm",10,2016-08-17,1,7,752
"1661",2016-08-10,"Railtron",TRUE,48,"RVS 10mm",10,2016-08-17,4,4,384
"1662",2016-08-15,"Proto Steel",TRUE,90,"RVS 10mm",5,2016-08-17,8,2,900
"1663",2016-08-15,"Pol Opleggers",TRUE,100,"Staal 7mm",5,2016-08-17,6,8,1400
"1664",2016-08-15,"Maja Metal Art",TRUE,94,"RVS 7mm",5,2016-08-17,8,1,846
"1665",2016-08-15,"Kling Steel",TRUE,26,"Staal 7mm",5,2016-08-17,4,7,286
"1666",2016-08-15,"Andersen Koeltechnologie",TRUE,145,"RVS 10mm",5,2016-08-17,5,4,1305
"1667",2016-08-15,"Sandon Foodprocessing",TRUE,51,"RVS 10mm",5,2016-08-17,3,2,255
"1668",2016-08-15,"Mink Industrial Metal Ware",TRUE,45,"Staal 7mm",5,2016-08-17,10,5,675
"1669",2016-08-15,"FTME",TRUE,68,"RVS 10mm",5,2016-08-17,1,10,748
"1670",2016-07-22,"Metaalbouw Veluwe",TRUE,128,"RVS 10mm",30,2016-08-18,3,2,640
"1671",2016-07-22,"Aga Scheepsbouw",TRUE,108,"RVS 10mm",30,2016-08-18,9,9,1944
"1672",2016-08-11,"Borderwijk Robotics",TRUE,77,"Staal 7mm",10,2016-08-18,8,9,1309
"1673",2016-08-16,"Pyro Mechanics",TRUE,130,"RVS 10mm",5,2016-08-18,9,3,1560
"1674",2016-08-16,"Maja Metal Art",TRUE,69,"Staal 7mm",5,2016-08-18,10,10,1380
"1675",2016-08-16,"Special Scaffoldings",TRUE,112,"RVS 10mm",5,2016-08-18,3,6,1008
"1676",2016-08-16,"Kimble Building Site Logistics",TRUE,58,"Staal 7mm",5,2016-08-18,5,1,348
"1677",2016-08-16,"Larson Automotive Engineering",TRUE,84,"RVS 10mm",5,2016-08-18,3,5,672
"1678",2016-08-16,"Pol Opleggers",TRUE,143,"Staal 7mm",5,2016-08-18,1,4,715
"1679",2016-08-17,"Karel Nieuwdam",TRUE,129,"Staal 7mm",5,2016-08-19,3,10,1677
"1680",2016-08-17,"Kopa Products",TRUE,116,"RVS 10mm",5,2016-08-19,10,6,1856
"1681",2016-08-17,"Largo Steel Constructions",TRUE,75,"RVS 10mm",5,2016-08-19,10,4,1050
"1682",2016-08-17,"Kuster Roasting Machines",TRUE,126,"RVS 10mm",5,2016-08-19,1,10,1386
"1683",2016-08-13,"Kulong Machinery",TRUE,74,"RVS 7mm",10,2016-08-20,6,10,1184
"1684",2016-08-18,"Pyro Mechanics",TRUE,105,"RVS 10mm",5,2016-08-20,10,4,1470
"1685",2016-08-18,"Waalwijk Machinebouw",TRUE,67,"Staal 7mm",5,2016-08-20,5,4,603
"1686",2016-08-18,"Complete Technologies",TRUE,95,"RVS 10mm",5,2016-08-20,6,9,1425
"1687",2016-08-18,"FTME",TRUE,193,"RVS 7mm",5,2016-08-20,3,7,1930
"1688",2016-08-18,"Metaal Combinatie Kanfort",TRUE,59,"RVS 10mm",5,2016-08-20,8,9,1003
"1689",2016-08-14,"Kopa Products",TRUE,98,"RVS 7mm",10,2016-08-21,9,2,1078
"1690",2016-08-19,"Staalwerk Leuth",TRUE,110,"RVS 7mm",5,2016-08-21,1,3,440
"1691",2016-08-19,"Dai Compressors",TRUE,229,"RVS 7mm",5,2016-08-21,9,9,4122
"1692",2016-08-19,"Larson Automotive Engineering",TRUE,49,"RVS 7mm",5,2016-08-21,6,8,686
"1693",2016-08-19,"Special Scaffoldings",TRUE,108,"Staal 7mm",5,2016-08-21,4,10,1512
"1694",2016-08-19,"Kimble Building Site Logistics",TRUE,152,"Staal 7mm",5,2016-08-21,4,4,1216
"1695",2016-08-15,"Borculo Maritieme Techniek",TRUE,99,"Staal 7mm",10,2016-08-22,10,2,1188
"1696",2016-08-20,"KSW",TRUE,44,"Staal 7mm",5,2016-08-22,7,8,660
"1697",2016-08-20,"Borderwijk Industrial Processing",TRUE,188,"RVS 10mm",5,2016-08-22,4,4,1504
"1698",2016-08-20,"Dutch Robot Builders",TRUE,130,"RVS 7mm",5,2016-08-22,2,4,780
"1699",2016-08-16,"Complete Technologies",TRUE,74,"Staal 7mm",10,2016-08-23,2,8,740
"1700",2016-08-16,"Secure Fencing",TRUE,188,"Staal 7mm",10,2016-08-23,6,7,2444
"1701",2016-08-16,"Mink Industrial Metal Ware",TRUE,46,"RVS 10mm",10,2016-08-23,9,6,690
"1702",2016-08-21,"Krom BV",TRUE,121,"RVS 7mm",5,2016-08-23,8,8,1936
"1703",2016-08-21,"Janssen Fencing",TRUE,9,"Staal 7mm",5,2016-08-23,3,5,72
"1704",2016-08-21,"Hattink Spare Parts",TRUE,163,"Staal 7mm",5,2016-08-23,6,8,2282
"1705",2016-08-21,"Sandon Foodprocessing",TRUE,67,"Staal 7mm",5,2016-08-23,6,6,804
"1706",2016-08-21,"Sion Engineering",TRUE,60,"RVS 10mm",5,2016-08-23,5,5,600
"1707",2016-08-21,"Mink Industrial Metal Ware",TRUE,122,"RVS 7mm",5,2016-08-23,1,10,1342
